Team,Total Points Per Game,Total Points,Total Touchdowns,1st Downs,Total 1st downs,Rushing 1st downs,Passing 1st downs,1st downs by penalty,3rd down efficiency,3rd down %,4th down efficiency,4th down %,Passing,Comp-Att,Net Passing Yards,Yards Per Pass Attempt,Net Passing Yards Per Game,Passing Touchdowns,Interceptions,Sacks-Yards Lost,Rushing,Rushing Attempts,Rushing Yards,Yards Per Rush Attempt,Rushing Yards Per Game,Rushing Touchdowns,Offense,Total Offensive Plays,Total Yards,Yards Per Game,Returns,Kickoffs: Total,Average Kickoff Return Yards,Punt: Total,Average Punt Return Yards,INT: Total,Average Interception Yards,Kicking,Net Average Punt Yards,Punt: Total Yards,FG: Good-Attempts,Touchback Percentage,Penalties,Total-Yards,Avg. Per Game (YDS),Time of Possession,Possession Time Seconds,Miscellaneous,Fumbles-Lost,Turnover Ratio
LV,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
LAC,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
MIA,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
MIN,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
NE,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
NO,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
NYG,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
NYJ,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
PHI,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
PIT,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
SEA,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
SF,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
TB,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
TEN,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
WSH,16.3,49,5,,56,19,30,7,6-27,22.22,3-6,50.00,,56-84,599,7.5,199.7,4,3,5-27,,75,323,4.3,107.7,1,,164,949,316.3,,5-134,26.8,5-51,11.3,2-0,0.0,,43.7,9-461,5-5,77,,14-118,39,,24:36,,4-1,-2
ATL,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
BUF,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
BAL,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
CIN,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
CLE,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
DAL,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
DEN,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
DET,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
GB,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
HOU,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
IND,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
JAX,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
KC,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
LV,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
LAC,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
MIA,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
MIN,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
NE,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
NO,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
NYG,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
NYJ,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
PHI,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
PIT,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
SEA,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
SF,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
TB,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
TEN,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
WSH,37.3,112,14,,61,24,31,6,12-29,41.38,5-5,100.00,,55-73,627,8.7,209.0,7,0,2-10,,88,360,4.1,120.0,6,,163,997,332.3,,3-110,36.7,3-48,6.0,4-81,20.3,,46.2,6-283,5-6,77,,16-117,39,,28:37,,2-1,5
ATL,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
BUF,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
BAL,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
CIN,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
CLE,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
DAL,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
DEN,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
DET,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
GB,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
HOU,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
IND,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
JAX,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
KC,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
LV,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
LAC,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
MIA,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
MIN,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
NE,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
NO,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
NYG,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
NYJ,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
PHI,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
PIT,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
SEA,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
SF,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
TB,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
TEN,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
WSH,23.7,71,8,,70,34,33,3,14-34,41.18,2-3,66.67,,59-90,681,7.8,227.0,3,1,3-21,,104,610,5.9,203.3,5,,197,1,312,437.3,,4-97,24.3,4-47,5.3,2-0,0.0,,40.3,10-419,5-8,63,,31-278,92,,32:35,,1-1,1
ATL,22.7,68,7,,61,22,36,3,14-34,41.18,3-4,75.00,,73-103,712,7.2,237.3,5,0,8-34,,58,268,4.6,89.3,2,,169,1,014,338.0,,7-177,25.3,5-31,7.7,2-12,6.0,,55.5,6-356,7-8,76,,15-105,35,,28:06,,6-3,0
BUF,22.7,68,7,,61,22,36,3,14-34,41.18,3-4,75.00,,73-103,712,7.2,237.3,5,0,8-34,,58,268,4.6,89.3,2,,169,1,014,338.0,,7-177,25.3,5-31,7.7,2-12,6.0,,55.5,6-356,7-8,76,,15-105,35,,28:06,,6-3,0
BAL,22.7,68,7,,61,22,36,3,14-34,41.18,3-4,75.00,,73-103,712,7.2,237.3,5,0,8-34,,58,268,4.6,89.3,2,,169,1,014,338.0,,7-177,25.3,5-31,7.7,2-12,6.0,,55.5,6-356,7-8,76,,15-105,35,,28:06,,6-3,0
CIN,22.7,68,7,,61,22,36,3,14-34,41.18,3-4,75.00,,73-103,712,7.2,237.3,5,0,8-34,,58,268,4.6,89.3,2,,169,1,014,338.0,,7-177,25.3,5-31,7.7,2-12,6.0,,55.5,6-356,7-8,76,,15-105,35,,28:06,,6-3,0
CLE,22.7,68,7,,61,22,36,3,14-34,41.18,3-4,75.00,,73-103,712,7.2,237.3,5,0,8-34,,58,268,4.6,89.3,2,,169,1,014,338.0,,7-177,25.3,5-31,7.7,2-12,6.0,,55.5,6-356,7-8,76,,15-105,35,,28:06,,6-3,0
DAL,22.7,68,7,,61,22,36,3,14-34,41.18,3-4,75.00,,73-103,712,7.2,237.3,5,0,8-34,,58,268,4.6,89.3,2,,169,1,014,338.0,,7-177,25.3,5-31,7.7,2-12,6.0,,55.5,6-356,7-8,76,,15-105,35,,28:06,,6-3,0
DEN,22.7,68,7,,61,22,36,3,14-34,41.18,3-4,75.00,,73-103,712,7.2,237.3,5,0,8-34,,58,268,4.6,89.3,2,,169,1,014,338.0,,7-177,25.3,5-31,7.7,2-12,6.0,,55.5,6-356,7-8,76,,15-105,35,,28:06,,6-3,0
